*****
Patient: *id_1*
Time: *14-03-33-03-02-2016*
-----
Time;Position;Rotation.X;Rotation.Y;Focus;FPS;Input;
40.0023;(95.4746, 102.2683, -358.6252);6.1181;0.0000;[no object in focus];50.0619;;
40.0687;(95.4746, 102.0211, -358.6252);6.1181;0.0000;[no object in focus];51.0999;;
40.1010;(95.4746, 101.8367, -358.6252);6.1181;0.0000;[no object in focus];50.4273;;
40.1515;(95.4746, 101.6366, -358.6252);6.1181;0.0000;[no object in focus];52.6205;;
40.2019;(95.4746, 101.3070, -358.6252);6.1181;0.0000;[no object in focus];54.3021;;
40.2515;(95.4746, 101.2397, -358.6252);6.1181;0.0000;[no object in focus];55.8916;;
40.3031;(95.4746, 101.2523, -358.6252);6.1181;0.0000;[no object in focus];56.4127;;
40.3528;(95.4746, 101.2524, -358.6252);6.1181;0.0000;[no object in focus];57.5001;;
40.4029;(95.4746, 101.2524, -358.6252);6.1181;0.0000;[no object in focus];58.0135;;
40.4526;(95.4746, 101.2524, -358.6252);6.1181;0.0000;[no object in focus];58.6209;;
40.5018;(95.4746, 101.2524, -358.6252);6.1181;0.0000;[no object in focus];59.1739;;
40.5517;(95.4746, 101.2524, -358.6252);6.1181;0.0000;[no object in focus];59.5026;;
40.6020;(95.4746, 101.2524, -358.6252);6.1181;0.0000;[no object in focus];59.5265;;
40.6524;(95.4746, 101.2524, -358.6252);6.1181;0.0000;[no object in focus];59.4943;;
40.7018;(95.4746, 101.2524, -358.6252);6.1181;0.0000;[no object in focus];59.8827;;
40.7573;(95.4746, 101.2524, -358.6252);8.8090;359.9668;[no object in focus];53.1567;;
40.8015;(95.4746, 101.2524, -358.6252);13.4586;359.7952;[no object in focus];51.4006;;
40.8547;(95.4746, 101.2524, -358.6252);23.0146;359.6028;[no object in focus];52.5598;;
40.9203;(95.4746, 101.2524, -358.6252);31.0118;359.4956;[no object in focus];47.3397;;
40.9529;(95.4746, 101.2524, -358.6252);39.4281;359.4651;[no object in focus];48.5920;;
41.0047;(95.4746, 101.2524, -358.6252);50.1500;359.4575;[no object in focus];50.7220;;
41.0813;(95.4746, 101.2524, -358.6252);50.1500;359.4575;[no object in focus];50.7220;;
41.1573;(95.4746, 101.2524, -358.6252);62.1181;359.3271;[no object in focus];39.3922;;
41.1582;(95.4746, 101.2524, -358.6252);62.1181;359.3271;[no object in focus];39.3922;;
41.2259;(95.4746, 101.2524, -358.6252);68.6770;359.3203;[no object in focus];32.2704;;
41.2587;(95.4746, 101.2524, -358.6252);71.9210;359.3180;[no object in focus];32.0498;;
41.3240;(95.4746, 101.2524, -358.6252);79.4545;359.3167;[no object in focus];31.7235;;
41.3578;(95.4746, 101.2524, -358.6252);83.3353;359.3165;[no object in focus];31.6401;;
41.4243;(95.4746, 101.2524, -358.6252);91.4066;359.3164;[no object in focus];31.3140;;
41.4577;(95.4746, 101.2524, -358.6252);95.4508;359.3164;[no object in focus];31.1636;;
41.5248;(95.4746, 101.2524, -358.6252);97.6818;359.3164;[no object in focus];30.9830;;
41.5574;(95.4746, 101.2524, -358.6252);97.9516;359.3164;[no object in focus];30.7854;;
41.6228;(95.4746, 101.2524, -358.6252);98.0891;359.3164;[no object in focus];30.8100;;
41.6565;(95.4746, 101.2524, -358.6252);98.1135;359.3164;[no object in focus];30.6487;;
41.7232;(95.4746, 101.2524, -358.6252);98.1163;359.3164;[no object in focus];30.5824;;
41.7569;(95.4746, 101.2524, -358.6252);97.2683;359.3164;[no object in focus];30.4301;;
41.8239;(95.4746, 101.2524, -358.6252);94.5022;359.3164;[no object in focus];30.3495;;
41.8571;(95.4746, 101.2524, -358.6252);87.2735;359.3164;[no object in focus];30.3012;;
41.9237;(95.4746, 101.2524, -358.6252);85.7499;359.3164;[no object in focus];30.2960;;
41.9581;(95.4746, 101.2524, -358.6252);85.1205;359.3164;[no object in focus];30.2302;;
42.0255;(95.4746, 101.2524, -358.6252);84.7776;359.3164;[no object in focus];30.1763;;
42.0573;(95.4746, 101.2524, -358.6252);84.7380;359.3164;[no object in focus];30.0820;;
42.1248;(95.4746, 101.2524, -358.6252);84.7172;359.3164;[no object in focus];30.1045;;
42.1573;(95.4746, 101.2524, -358.6252);84.7147;359.3164;[no object in focus];30.0589;;
42.2243;(95.4746, 101.2524, -358.6252);84.7134;359.3164;[no object in focus];30.0786;;
42.2572;(95.4746, 101.2524, -358.6252);84.7132;359.3164;[no object in focus];30.0565;;
42.3241;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];30.0829;;
42.3574;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];30.0469;;
42.4246;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];30.0544;;
42.4577;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9910;;
42.5246;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9949;;
42.5574;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9850;;
42.6245;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9937;;
42.6579;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9915;;
42.7253;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9619;;
42.7584;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9336;;
42.8253;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9015;;
42.8585;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9505;;
42.9256;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];30.0068;;
42.9586;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9405;;
43.0250;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.8957;;
43.0596;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];30.0077;;
43.1259;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9825;;
43.1588;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9440;;
43.2259;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9196;;
43.2593;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9546;;
43.3261;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9922;;
43.3591;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9476;;
43.4259;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9588;;
43.4590;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9794;;
43.5262;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9880;;
43.5592;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9600;;
43.6266;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9851;;
43.6596;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9366;;
43.7264;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9454;;
43.7596;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9625;;
43.8266;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9351;;
43.8614;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9592;;
43.9274;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9450;;
43.9605;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9177;;
44.0272;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9244;;
44.0601;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9399;;
44.1270;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9712;;
44.1607;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9649;;
44.2278;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9124;;
44.2607;(95.4746, 101.2524, -358.6252);84.7131;359.3164;[no object in focus];29.9071;;
44.3298;(95.5526, 101.2524, -358.6180);84.7131;359.3164;[no object in focus];29.9477;;
44.3610;(95.7179, 101.2524, -358.6027);84.7131;359.3164;[no object in focus];29.9226;;
44.4279;(96.0942, 101.2524, -358.5679);84.7131;359.3164;[no object in focus];29.9800;;
44.4605;(96.4120, 101.2524, -358.5385);84.7131;359.3164;[no object in focus];29.9379;;
44.5275;(96.9646, 101.2524, -358.4874);84.7131;359.3164;[no object in focus];30.0083;;
44.5613;(97.3724, 101.2524, -358.4496);84.7131;359.3164;[no object in focus];29.9780;;
44.6288;(98.0263, 101.2524, -358.3747);84.7131;359.3164;[no object in focus];29.9116;;
44.6619;(98.4813, 101.2524, -358.3006);84.7131;359.3164;[no object in focus];29.8818;;
44.7281;(99.1824, 101.2524, -358.1528);84.7131;359.3164;[no object in focus];29.9539;;
44.7628;(99.6587, 101.2524, -358.0332);84.7131;359.3164;[no object in focus];29.9652;;
44.8284;(100.3857, 101.2524, -357.8363);84.7131;359.3164;[no object in focus];29.9746;;
44.8618;(100.8773, 101.2524, -357.6974);84.7131;359.3164;[no object in focus];29.9453;;
44.9293;(101.6214, 101.2524, -357.4771);84.7131;359.3164;[no object in focus];29.8915;;
44.9619;(102.1204, 101.2524, -357.3222);84.7131;359.3164;[no object in focus];29.8971;;
45.0289;(102.8719, 101.2524, -357.0799);84.7131;359.3164;[no object in focus];29.9483;;
45.0625;(103.3750, 101.2524, -356.9146);84.7131;359.3164;[no object in focus];29.9561;;
45.1293;(104.1315, 101.2524, -356.6610);84.7131;359.3164;[no object in focus];30.0063;;
45.1620;(104.6364, 101.2524, -356.4881);84.7131;359.3164;[no object in focus];29.9373;;
45.2298;(105.4029, 101.2524, -356.2618);84.7131;359.3164;[no object in focus];29.9111;;
45.2630;(105.9202, 101.2524, -356.1346);84.7131;359.3164;[no object in focus];29.9000;;
45.3288;(106.7028, 101.2524, -355.9992);84.7131;359.3164;[no object in focus];29.9022;;
45.3622;(107.2241, 101.2524, -355.9624);84.7131;359.3164;[no object in focus];30.0079;;
45.4288;(107.9832, 101.2524, -356.0175);84.7131;359.3164;[no object in focus];29.9887;;
45.4627;(108.4693, 101.2524, -356.1248);84.7131;359.3164;[no object in focus];30.0129;;
45.5294;(109.1742, 101.2524, -356.3676);84.7131;359.3164;[no object in focus];29.9991;;
45.5634;(109.6313, 101.2524, -356.5722);84.7131;359.3164;[no object in focus];29.9769;;
45.6288;(110.3026, 101.2524, -356.9275);84.7131;359.3164;[no object in focus];30.0003;;
45.6628;(110.7427, 101.2524, -357.1896);84.7131;359.3164;[no object in focus];30.0255;;
45.7297;(111.3955, 101.2524, -357.6099);84.7131;359.3164;[no object in focus];30.0264;;
45.7632;(111.8305, 101.2524, -357.8994);84.7131;359.3164;[no object in focus];29.9576;;
45.8292;(112.4857, 101.2524, -358.3406);84.7131;359.3164;[no object in focus];29.9922;;
45.8642;(112.9248, 101.2524, -358.6369);84.7131;359.3164;[no object in focus];30.0042;;
45.9296;(113.5865, 101.2524, -359.0831);84.7131;359.3164;[no object in focus];29.9427;;
45.9631;(114.0292, 101.2524, -359.3814);84.7131;359.3164;[no object in focus];29.9895;;
45.9983;(114.4735, 101.2524, -359.6796);84.7131;359.3164;[no object in focus];29.8549;;
46.0630;(115.1421, 101.2524, -360.1266);84.7131;359.3164;[no object in focus];29.8677;;
46.1301;(115.8229, 101.2524, -360.5525);84.7131;359.3164;[no object in focus];29.9650;;
46.1633;(116.2910, 101.2524, -360.8080);84.7131;359.3164;[no object in focus];29.9648;;
46.2321;(117.0157, 101.2524, -361.0996);84.7131;359.3164;[no object in focus];29.9814;;
46.2635;(117.5116, 101.2524, -361.2370);84.7131;359.3164;[no object in focus];29.8061;;
46.3311;(118.2698, 101.2524, -361.3787);84.7131;359.3164;[no object in focus];29.9605;;
46.3645;(118.7828, 101.2524, -361.4394);84.7131;359.3164;[no object in focus];29.9090;;
46.4303;(119.5609, 101.2524, -361.4925);84.7131;359.3164;[no object in focus];30.0391;;
46.4643;(120.0840, 101.2524, -361.5080);84.7131;359.3164;[no object in focus];29.9852;;
46.4990;(120.6099, 101.2524, -361.5111);84.7131;359.3164;[no object in focus];29.8743;;
46.5641;(121.4028, 101.2524, -361.4975);84.7131;359.3164;[no object in focus];29.9398;;
46.5984;(121.9335, 101.2524, -361.4789);84.7131;359.3164;[no object in focus];29.9441;;
46.6644;(122.7320, 101.2524, -361.4404);84.7131;359.3164;[no object in focus];29.8562;;
46.7303;(123.5327, 101.2524, -361.3920);84.7131;359.3164;[no object in focus];30.0315;;
46.7642;(124.0674, 101.2524, -361.3557);84.7131;359.3164;[no object in focus];30.0387;;
46.7979;(124.6027, 101.2524, -361.3169);84.7131;359.3164;[no object in focus];30.0070;;
46.8641;(125.4064, 101.2524, -361.2548);84.7131;359.3164;[no object in focus];30.0068;;
46.8987;(125.9427, 101.2524, -361.2115);84.7131;359.3164;[no object in focus];29.9382;;
46.9642;(126.7476, 101.2524, -361.1443);84.7131;359.3164;[no object in focus];29.9819;;
46.9979;(127.2844, 101.2524, -361.0984);84.7131;359.3164;[no object in focus];30.0071;;
47.0646;(128.0900, 101.2524, -361.0281);84.7131;359.3164;[no object in focus];29.7042;;
47.0987;(128.6272, 101.2524, -360.9806);84.7131;359.3164;[no object in focus];29.9896;;
47.1647;(129.4329, 101.2524, -360.9061);84.4458;359.3164;[no object in focus];29.9301;;
47.1992;(129.9692, 101.2524, -360.8464);81.6782;359.3164;[no object in focus];29.9440;;
47.2646;(130.7672, 101.2524, -360.7109);79.5485;359.3164;[no object in focus];29.9529;;
47.2987;(131.2965, 101.2524, -360.6051);78.2188;359.3164;[no object in focus];29.9979;;
47.3648;(132.0890, 101.2524, -360.4392);78.0615;359.3164;[no object in focus];29.9661;;
47.3996;(132.6172, 101.2524, -360.3274);77.9752;359.3164;[no object in focus];29.9177;;
47.4653;(133.4093, 101.2524, -360.1591);77.9655;359.3164;[no object in focus];29.8770;;
47.4988;(133.9374, 101.2524, -360.0468);77.9604;359.3164;[no object in focus];30.0235;;
47.5649;(134.7296, 101.2524, -359.8781);77.9597;359.3164;[no object in focus];29.9759;;
47.5989;(135.2561, 101.2524, -359.7586);74.7469;359.3164;[no object in focus];29.9978;;
47.6653;(136.0281, 101.2524, -359.5145);71.2815;359.3164;[no object in focus];29.9107;;
47.6993;(136.5276, 101.2524, -359.3095);63.7474;359.3164;[no object in focus];29.9846;;
47.7654;(137.2356, 101.2524, -358.9171);59.6131;359.3164;[no object in focus];29.8607;;
47.7994;(137.6827, 101.2524, -358.6143);51.8458;359.3164;[no object in focus];30.0084;;
47.8619;(138.2900, 101.2524, -358.0793);45.9703;359.3164;[no object in focus];31.7510;;
47.9124;(138.6386, 101.2524, -357.6681);33.4945;359.3164;[no object in focus];38.0356;;
47.9613;(139.0409, 101.2524, -356.9664);26.0893;359.3164;[no object in focus];40.9642;;
48.0125;(139.2099, 101.2524, -356.4548);10.2290;359.3164;[no object in focus];45.8361;;
48.0634;(139.2986, 101.2524, -355.6509);2.3124;359.3164;[no object in focus];47.9588;;
48.1009;(139.2665, 101.2524, -355.1121);353.0934;359.3164;[no object in focus];49.5478;;
48.1511;(139.1931, 101.2524, -354.5772);350.3279;359.3164;[no object in focus];47.3882;;
48.2188;(139.0050, 101.2524, -353.5137);349.6157;359.3164;[no object in focus];44.8237;;
48.2524;(138.9550, 101.2524, -353.2484);349.2069;359.3164;[no object in focus];40.7387;;
48.3180;(138.7524, 101.2524, -352.1875);349.1655;359.3164;[no object in focus];39.5228;;
48.3512;(138.7196, 101.2524, -351.9252);349.1401;359.3164;[no object in focus];37.2664;;
48.4177;(138.7551, 101.2524, -350.9110);349.1371;359.3164;[no object in focus];36.2148;;
48.4509;(138.7977, 101.2524, -350.6646);349.1356;359.3164;[no object in focus];35.0294;;
48.5173;(138.9868, 101.2524, -349.9382);349.1353;359.3164;[no object in focus];33.9944;;
48.5699;(139.1541, 101.2524, -349.4627);349.1353;359.3164;[no object in focus];33.4363;;
48.6174;(139.4519, 101.2524, -348.7592);349.1353;359.3164;[no object in focus];32.8466;;
48.6525;(139.6748, 101.2524, -348.2954);349.1353;359.3164;[no object in focus];35.6961;;
48.7194;(140.0621, 101.2524, -347.3439);349.1353;359.3164;[no object in focus];35.1012;;
48.7516;(140.1318, 101.2524, -347.1263);349.1353;359.3164;[no object in focus];34.0650;;
48.8178;(140.3476, 101.2524, -346.4526);349.1353;359.3164;[no object in focus];33.5768;;
48.8514;(140.3888, 101.2524, -346.3241);349.1353;359.3164;[no object in focus];32.8664;;
48.9190;(140.5163, 101.2524, -345.9264);349.1353;359.3164;[no object in focus];32.4922;;
48.9531;(140.5406, 101.2524, -345.8505);349.1353;359.3164;[no object in focus];31.8850;;
49.0179;(140.6159, 101.2524, -345.6156);349.1353;359.3164;[no object in focus];31.6658;;
49.0526;(140.6302, 101.2524, -345.5708);349.1353;359.3164;[no object in focus];31.4002;;
49.1194;(140.6747, 101.2524, -345.4321);349.1353;359.3164;[no object in focus];31.2525;;
49.1532;(140.6832, 101.2524, -345.4056);349.1353;359.3164;[no object in focus];30.9360;;
49.2200;(140.6946, 101.2524, -345.2469);349.1353;359.3164;[no object in focus];30.8002;;
49.2532;(140.6859, 101.2524, -345.1594);349.1353;359.3164;[no object in focus];30.6897;;
49.3191;(140.6277, 101.2524, -344.6472);349.1353;359.3164;[no object in focus];30.7089;;
49.3536;(140.6264, 101.2524, -344.4879);349.1353;359.3164;[no object in focus];30.4450;;
49.4189;(140.7394, 101.2524, -343.7804);349.1353;359.3164;[no object in focus];30.4974;;
49.4525;(140.7944, 101.2524, -343.5909);349.1353;359.3164;[no object in focus];30.4127;;
49.5193;(141.0578, 101.2524, -342.8671);349.1353;359.3164;[no object in focus];30.3722;;
49.5528;(141.1113, 101.2524, -342.7243);349.1353;359.3164;[no object in focus];30.2758;;
49.6189;(141.2767, 101.2524, -342.2823);349.1353;359.3164;[no object in focus];30.2417;;
49.6518;(141.3106, 101.2524, -342.1988);353.6888;359.3164;[no object in focus];30.2828;;
49.7007;(141.4101, 101.2524, -342.0031);0.6842;359.3164;[no object in focus];35.1601;;
49.7480;(141.4774, 101.2524, -341.9134);10.7959;359.3164;[no object in focus];39.9663;;
49.8140;(141.5718, 101.2524, -341.8251);26.4900;359.3164;[no object in focus];45.2202;;
49.8628;(141.6545, 101.2524, -341.7796);33.2522;359.3164;[no object in focus];47.4477;;
49.8978;(141.6991, 101.2524, -341.7609);37.5670;359.3164;[no object in focus];50.1822;;
49.9477;(141.7358, 101.2524, -341.7474);39.0220;359.3164;[no object in focus];52.4991;;
49.9976;(141.7358, 101.2524, -341.7474);39.5198;359.3164;[no object in focus];54.3588;;
50.0480;(141.7358, 101.2524, -341.7474);39.6914;359.3164;[no object in focus];55.6792;;
50.0981;(141.7358, 101.2524, -341.7474);39.7495;359.3164;[no object in focus];56.7494;;
50.1485;(141.7358, 101.2524, -341.7474);40.1697;359.3164;[no object in focus];57.4710;;
50.1988;(141.7358, 101.2524, -341.7474);46.6709;359.3164;[no object in focus];58.0531;;
50.2493;(141.7358, 101.2524, -341.7474);56.8439;359.3164;[no object in focus];58.3927;;
50.3024;(141.7358, 101.2524, -341.7474);68.6230;359.3164;[no object in focus];57.8873;;
50.3528;(141.7358, 101.2524, -341.7474);78.8761;359.3164;[no object in focus];53.4733;;
50.4189;(141.7358, 101.2524, -341.7474);84.9840;359.3164;[no object in focus];49.6349;;
50.4525;(141.7358, 101.2524, -341.7474);91.7988;359.3164;[no object in focus];44.1735;;
50.5198;(141.8141, 101.2524, -341.7509);92.5852;359.3164;[no object in focus];42.1703;;
50.5527;(141.8871, 101.2524, -341.7547);93.0243;359.3164;[no object in focus];39.1405;;
50.6191;(142.3573, 101.2524, -341.7798);93.0758;359.3164;[no object in focus];37.8157;;
50.6532;(142.5108, 101.2524, -341.7881);93.1020;359.3164;[no object in focus];36.1049;;
50.7197;(143.2300, 101.2524, -341.8271);93.1051;359.3164;[no object in focus];35.4215;;
50.7539;(143.4311, 101.2524, -341.8380);93.1069;359.3164;[no object in focus];34.1451;;
50.8203;(144.2974, 101.2524, -341.8850);93.1071;359.3164;[no object in focus];33.6798;;
50.8541;(144.5266, 101.2524, -341.8975);93.1072;359.3164;[no object in focus];32.8950;;
50.9204;(145.4798, 101.2524, -341.9492);93.1072;359.3164;[no object in focus];32.5998;;
50.9536;(145.7255, 101.2524, -341.9626);93.1072;359.3164;[no object in focus];32.1067;;
51.0043;(146.4760, 101.2524, -342.0033);93.1072;359.3164;[no object in focus];33.2141;;
51.0532;(146.9854, 101.2524, -342.0309);93.1072;359.3164;[no object in focus];34.4876;;
51.1049;(147.7598, 101.2524, -342.0730);93.1072;359.3164;[no object in focus];35.1747;;
51.1703;(148.5435, 101.2524, -342.1155);93.1072;359.3164;[no object in focus];34.6855;;
51.2041;(149.0699, 101.2524, -342.1441);93.1072;359.3164;[no object in focus];33.6912;;
51.2528;(149.5987, 101.2524, -342.1728);93.1072;359.3164;[no object in focus];34.9226;;
51.3077;(150.3955, 101.2524, -342.2161);93.1072;359.3164;[no object in focus];35.1697;;
51.3701;(151.1956, 101.2524, -342.2595);93.1072;359.3164;[no object in focus];34.7195;;
51.4095;(151.7303, 101.2524, -342.2885);93.1072;359.3164;[no object in focus];36.6871;;
51.4705;(152.5340, 101.2524, -342.3322);93.1072;359.3164;[no object in focus];36.1955;;
51.5061;(153.0704, 101.2524, -342.3633);94.3996;359.3164;[no object in focus];38.5240;;
51.5701;(153.8733, 101.2524, -342.4407);97.7240;359.3164;[no object in focus];37.5688;;
51.6046;(154.4012, 101.2524, -342.5469);105.4088;359.3164;[no object in focus];35.9972;;
51.6541;(154.9162, 101.2524, -342.7043);109.2600;359.3164;[no object in focus];36.8199;;
51.7199;(155.9302, 101.2524, -343.0706);110.2340;359.3164;[no object in focus];38.2184;;
51.7570;(156.1827, 101.2524, -343.1653);110.6469;359.3164;[no object in focus];40.9106;;
51.8173;(156.9397, 101.2524, -343.4510);110.7622;359.3164;[no object in focus];39.2934;;
51.8534;(157.4442, 101.2524, -343.6423);110.7798;359.3164;[no object in focus];41.4818;;
51.9195;(158.4533, 101.2524, -344.0253);110.7879;359.3164;[no object in focus];43.1368;;
51.9531;(158.7056, 101.2524, -344.1211);110.7925;359.3164;[no object in focus];44.7605;;
52.0038;(159.4626, 101.2524, -344.4086);110.7935;359.3164;[no object in focus];43.6574;;
52.0580;(160.2196, 101.2524, -344.6960);110.7938;359.3164;[no object in focus];45.8772;;
52.1030;(160.7243, 101.2524, -344.8877);110.7939;359.3164;[no object in focus];45.9427;;
52.1689;(161.4815, 101.2524, -345.1752);110.7939;359.3164;[no object in focus];47.1713;;
52.2033;(161.9862, 101.2524, -345.3669);110.7940;359.3164;[no object in focus];47.5663;;
52.2531;(162.4910, 101.2524, -345.5586);110.7940;359.3164;[no object in focus];45.8742;;
52.3076;(163.2482, 101.2524, -345.8461);110.7940;359.3164;[no object in focus];47.9456;;
52.3538;(163.7562, 101.2524, -346.0061);110.7940;359.3164;[no object in focus];47.1320;;
52.4199;(164.7651, 101.2524, -346.1255);110.7940;359.3164;[no object in focus];47.9638;;
52.4536;(165.0159, 101.2524, -346.1220);109.5645;359.3164;[no object in focus];48.4305;;
52.5050;(165.7404, 101.2524, -345.9866);102.6774;359.3164;[no object in focus];46.3121;;
52.5611;(166.2888, 101.2524, -345.7627);97.3230;359.3164;[no object in focus];48.1815;;
52.6219;(166.6521, 101.2524, -345.5292);87.8516;359.3164;[no object in focus];46.1414;;
52.6566;(166.7412, 101.2524, -345.4546);80.2164;359.3164;[no object in focus];41.7841;;
52.7059;(166.9503, 101.2524, -345.2631);79.2043;359.3164;[no object in focus];41.6834;;
52.7577;(167.1006, 101.2524, -345.1211);79.0504;359.3164;[no object in focus];42.2383;;
52.8053;(167.1771, 101.2524, -345.0483);78.8289;359.3164;[no object in focus];41.3063;;
52.8569;(167.2390, 101.2524, -344.9892);78.8037;359.3164;[no object in focus];40.7239;;
52.9231;(167.3298, 101.2524, -344.9026);78.7979;359.3164;[no object in focus];39.3475;;
52.9561;(167.3471, 101.2524, -344.8860);78.7946;359.3164;[no object in focus];37.2324;;
53.0237;(167.3767, 101.2524, -344.8578);78.7942;359.3164;[no object in focus];39.1085;;
53.0566;(167.3767, 101.2524, -344.8578);78.7940;359.3164;[no object in focus];37.7239;;
53.1069;(167.3767, 101.2524, -344.8578);77.6178;359.3164;[no object in focus];38.2264;;
53.1559;(167.3767, 101.2524, -344.8578);72.3382;359.3164;[no object in focus];38.7410;;
53.2085;(167.3767, 101.2524, -344.8578);63.7773;359.3164;[no object in focus];38.6101;;
53.2711;(167.3767, 101.2524, -344.8578);59.3210;359.3164;[no object in focus];37.7997;;
