*****
Patient: *id_1*
Time: *12-13-58-15-01-2016*
-----
Time;Position;Rotation.X;Rotation.Y;Focus;FPS;Input;
24.7356;(-236.2503, 101.2524, -612.6221);6.1181;0.0000;[no object in focus];44.9135;;
24.7844;(-236.1976, 101.2524, -612.1304);6.1181;0.0000;[no object in focus];44.1415;;
24.8305;(-236.1169, 101.2524, -611.3772);6.1181;0.0000;[no object in focus];44.0332;;
24.8772;(-236.0622, 101.2524, -610.8670);7.1806;0.0000;[no object in focus];43.7972;;
24.9428;(-235.9521, 101.2524, -610.0960);14.2538;0.0000;[no object in focus];40.5371;;
25.0068;(-235.7583, 101.2524, -609.3329);14.2538;0.0000;[no object in focus];40.5371;;
25.0537;(-235.5069, 101.2524, -608.5814);20.6076;0.0000;[no object in focus];34.9599;;
25.1046;(-235.2907, 101.2524, -608.0957);23.9915;0.0000;[no object in focus];32.8477;;
25.1491;(-234.9582, 101.2524, -607.3679);24.5564;0.0000;[no object in focus];30.7753;;
25.1988;(-234.7355, 101.2524, -606.8814);24.5973;0.0000;[no object in focus];29.6894;;
25.2468;(-234.4006, 101.2524, -606.1502);24.6066;0.0000;[no object in focus];28.3076;;
25.2840;(-234.2888, 101.2524, -605.9061);24.6075;0.0000;[no object in focus];27.3069;;
25.3348;(-233.9531, 101.2524, -605.1732);28.2064;0.0000;[no object in focus];26.3456;;
25.3828;(-233.6988, 101.2524, -604.6990);31.9963;0.0000;[no object in focus];25.6772;;
25.4346;(-233.2708, 101.2524, -604.0140);36.2460;0.2597;[no object in focus];24.8939;;
25.4867;(-232.9521, 101.2524, -603.5793);40.3905;0.2807;[no object in focus];24.1357;;
25.5342;(-232.4281, 101.2524, -602.9634);40.5753;0.2816;[no object in focus];23.7998;;
25.5926;(-231.9018, 101.2524, -602.3490);40.5898;0.2817;[no object in focus];24.8043;;
25.6599;(-231.3751, 101.2524, -601.7345);40.6047;0.2818;[no object in focus];25.6684;;
25.6902;(-231.0239, 101.2524, -601.3248);40.6065;0.2818;[no object in focus];25.9390;;
25.7604;(-230.4799, 101.2524, -600.7254);43.0321;0.2818;[no object in focus];26.7392;;
25.7909;(-230.0875, 101.2524, -600.3548);46.6405;0.2818;[no object in focus];26.8429;;
25.8559;(-229.4460, 101.2524, -599.8613);53.6677;0.6337;[no object in focus];27.7380;;
25.8883;(-228.9885, 101.2524, -599.5746);57.9251;1.4763;[no object in focus];27.8905;;
25.9555;(-228.2574, 101.2524, -599.2274);65.9782;3.6056;[no object in focus];28.2773;;
25.9888;(-227.7502, 101.2524, -599.0423);69.9504;4.7097;[no object in focus];28.4444;;
26.0568;(-226.9668, 101.2524, -598.9213);78.0545;6.8906;[no object in focus];28.6544;;
26.0894;(-226.4564, 101.2524, -598.9663);82.0426;7.2985;[no object in focus];28.7442;;
26.1560;(-225.7353, 101.2524, -599.1935);87.5948;7.5201;[no object in focus];28.9060;;
26.1891;(-225.2774, 101.2524, -599.4037);88.1755;7.5432;[no object in focus];29.1368;;
26.2555;(-224.6154, 101.2524, -599.7783);88.5371;7.5576;[no object in focus];29.3335;;
26.2887;(-224.1863, 101.2524, -600.0575);88.5792;7.5593;[no object in focus];29.4099;;
26.3560;(-223.5566, 101.2524, -600.5092);88.6029;7.5602;[no object in focus];29.5690;;
26.3886;(-223.1439, 101.2524, -600.8273);88.6058;7.5603;[no object in focus];29.5188;;
26.4565;(-222.5329, 101.2524, -601.3239);88.6073;7.5604;[no object in focus];29.5542;;
26.4884;(-222.1297, 101.2524, -601.6650);88.6075;7.5604;[no object in focus];29.6036;;
26.5570;(-221.5297, 101.2524, -602.1880);88.6076;7.5604;[no object in focus];29.6471;;
26.5889;(-221.1322, 101.2524, -602.5427);88.6076;7.5539;[no object in focus];29.6548;;
26.6568;(-220.5318, 101.2524, -603.0736);87.5103;5.0922;[no object in focus];29.7727;;
26.6899;(-220.1132, 101.2524, -603.4078);84.6554;1.7155;[no object in focus];29.7557;;
26.7553;(-219.4382, 101.2524, -603.8456);77.5469;354.3244;[no object in focus];29.9689;;
26.7892;(-218.9743, 101.2524, -604.1169);75.8841;352.6271;[no object in focus];29.9285;;
26.8556;(-218.2734, 101.2524, -604.5167);74.9801;351.7063;[no object in focus];29.8735;;
26.8887;(-217.8048, 101.2524, -604.7819);74.8829;351.6076;[no object in focus];29.9385;;
26.9564;(-217.0955, 101.2524, -605.1685);74.8259;351.5498;[no object in focus];29.9061;;
26.9896;(-216.6190, 101.2524, -605.4198);74.8195;351.5433;[no object in focus];29.8811;;
27.0550;(-215.9013, 101.2524, -605.7919);74.8160;351.5398;[no object in focus];29.9388;;
27.0887;(-215.4210, 101.2524, -606.0369);74.8156;351.5394;[no object in focus];30.0332;;
27.1562;(-214.7263, 101.2524, -606.4508);80.0605;351.5392;[no object in focus];29.8536;;
27.1906;(-214.2846, 101.2524, -606.7606);83.5360;351.5391;[no object in focus];29.9430;;
27.2569;(-213.6637, 101.2524, -607.2797);89.0383;351.5391;[no object in focus];29.8196;;
27.2909;(-213.2557, 101.2524, -607.6329);89.6001;351.5391;[no object in focus];29.9222;;
27.3566;(-212.6449, 101.2524, -608.1642);89.9396;351.5391;[no object in focus];29.8813;;
27.3911;(-212.2368, 101.2524, -608.5175);89.9758;351.5391;[no object in focus];29.9862;;
27.4563;(-211.6248, 101.2524, -609.0478);89.9980;351.5391;[no object in focus];29.8591;;
27.4905;(-211.2159, 101.2524, -609.4002);90.0002;351.5391;[no object in focus];30.0359;;
27.5567;(-210.6022, 101.2524, -609.9285);90.0017;351.5391;[no object in focus];30.0075;;
27.5909;(-210.1919, 101.2524, -610.2795);90.0018;351.5391;[no object in focus];29.9926;;
27.6565;(-209.5765, 101.2524, -610.8060);90.0019;351.5391;[no object in focus];29.9183;;
27.6901;(-209.1674, 101.2524, -611.1583);90.0019;351.5391;[no object in focus];30.0119;;
27.7585;(-208.5693, 101.2524, -611.7042);92.3957;354.4921;[no object in focus];30.0050;;
27.7916;(-208.1983, 101.2524, -612.0966);95.9515;358.0439;[no object in focus];29.8342;;
27.8547;(-207.7077, 101.2524, -612.7405);103.2296;3.1221;[no object in focus];30.0319;;
27.8865;(-207.4016, 101.2524, -613.1854);104.7736;4.1000;[no object in focus];30.2460;;
27.9353;(-207.1012, 101.2524, -613.6341);105.8189;4.7616;[no object in focus];35.1670;;
27.9852;(-206.8009, 101.2524, -614.0828);105.9398;4.8381;[no object in focus];39.5691;;
28.0356;(-206.3519, 101.2524, -614.7570);105.9805;4.8638;[no object in focus];43.6141;;
28.0893;(-205.9031, 101.2537, -615.4312);105.9916;4.8707;[no object in focus];45.9162;;
28.1360;(-205.6045, 101.2556, -615.8810);105.9998;4.8759;[no object in focus];45.7707;;
28.1857;(-205.1433, 101.2585, -616.5447);104.4246;4.8766;[no object in focus];47.8868;;
28.2398;(-204.7581, 101.2572, -616.8983);93.0457;1.5488;[no object in focus];46.0925;;
28.3180;(-204.0762, 101.2542, -617.2452);88.0554;359.4503;[no object in focus];43.2859;;
28.3412;(-203.5856, 101.2532, -617.3752);80.5531;356.0294;[no object in focus];40.2026;;
28.4078;(-202.8230, 101.2528, -617.4379);78.5778;355.2025;[no object in focus];38.8292;;
28.4412;(-202.3091, 101.2528, -617.4326);77.5003;354.7518;[no object in focus];36.7899;;
28.5082;(-201.5337, 101.2532, -617.3786);77.3767;354.7002;[no object in focus];35.9788;;
28.5413;(-201.0145, 101.2536, -617.3227);77.3072;354.6712;[no object in focus];34.6623;;
28.6091;(-200.2332, 101.2544, -617.2168);77.2993;354.6679;[no object in focus];34.1089;;
28.6420;(-199.7110, 101.2550, -617.1349);77.2949;354.6660;[no object in focus];33.2277;;
28.6774;(-199.1880, 101.2557, -617.0461);77.2944;354.6658;[no object in focus];32.6897;;
28.7430;(-198.4022, 101.2568, -616.9025);77.3006;354.6657;[no object in focus];32.1911;;
28.8078;(-197.6152, 101.2579, -616.7498);77.3031;354.6657;[no object in focus];32.0127;;
28.8430;(-197.0901, 101.2587, -616.6441);77.3045;354.6657;[no object in focus];31.5571;;
28.8773;(-196.5646, 101.2595, -616.5360);77.3047;354.6657;[no object in focus];31.3337;;
28.9431;(-195.7766, 101.2608, -616.3677);74.0620;354.6657;[no object in focus];31.1078;;
28.9768;(-195.2579, 101.2618, -616.2258);70.6550;354.6657;[no object in focus];31.0042;;
29.0444;(-194.5061, 101.2640, -615.9350);62.8058;354.6657;[no object in focus];30.6799;;
29.0776;(-194.0430, 101.2660, -615.6647);59.0018;354.6657;[no object in focus];30.6599;;
29.1445;(-193.4135, 101.2698, -615.1689);50.9945;354.6657;[no object in focus];30.4889;;
29.1785;(-193.0728, 101.2708, -614.7652);46.9569;354.6657;[no object in focus];30.3932;;
29.2464;(-192.6109, 101.2707, -613.8394);42.8851;354.6657;[no object in focus];30.2634;;
29.2799;(-192.5468, 101.2707, -613.5904);37.3808;354.6657;[no object in focus];30.1683;;
29.3481;(-192.4075, 101.2707, -612.5720);36.7463;354.6657;[no object in focus];30.0291;;
29.3822;(-192.3923, 101.2707, -612.3141);36.4225;354.6657;[no object in focus];29.9246;;
29.4470;(-192.3840, 101.2707, -611.2746);36.3879;354.6657;[no object in focus];29.9483;;
29.4814;(-192.3922, 101.2707, -611.0131);36.3686;354.6657;[no object in focus];30.0861;;
29.5481;(-192.4550, 101.2707, -609.9620);36.3661;354.6657;[no object in focus];30.0338;;
29.5825;(-192.4880, 101.2707, -609.6995);30.4920;354.6657;[no object in focus];29.8964;;
29.6596;(-192.7370, 101.2707, -608.6672);26.3992;354.6657;[no object in focus];29.5731;;
29.7045;(-192.9269, 101.2707, -608.1685);22.0268;354.6657;[no object in focus];29.0207;;
29.7526;(-193.2366, 101.2707, -607.4282);20.6918;354.6657;[no object in focus];28.1894;;
29.7873;(-193.4495, 101.2707, -606.9361);20.4098;354.6657;[no object in focus];27.2379;;
29.8377;(-193.6650, 101.2707, -606.4445);20.3663;354.6657;[no object in focus];26.3975;;
29.9159;(-193.9921, 101.2707, -605.7075);20.3653;354.6657;[no object in focus];26.7786;;
29.9467;(-194.3226, 101.2707, -604.9709);20.3648;354.6657;[no object in focus];27.0021;;
29.9856;(-194.4333, 101.2707, -604.7254);20.3646;354.6657;[no object in focus];26.4960;;
30.0693;(-194.9007, 101.2707, -603.7546);17.7171;354.6657;[no object in focus];26.5645;;
30.1008;(-195.1651, 101.2707, -603.2852);13.2166;354.6657;[no object in focus];25.9398;;
30.1366;(-195.4703, 101.2707, -602.8405);9.1764;354.6657;[no object in focus];26.6881;;
30.2053;(-195.8303, 101.2707, -602.1571);9.1764;354.6657;[no object in focus];26.6881;;
30.2478;(-195.9943, 101.2707, -601.4779);8.3646;354.6657;[no object in focus];24.5382;;
30.2816;(-196.0055, 101.2707, -601.2548);8.3646;354.6657;[no object in focus];24.8510;;
30.3478;(-195.8438, 101.2707, -600.4188);8.3646;354.6657;[no object in focus];25.2656;;
30.3813;(-195.7616, 101.2707, -600.2213);8.3646;354.6657;[no object in focus];26.0835;;
30.4481;(-195.3106, 101.2707, -599.4645);8.3646;354.6657;[no object in focus];26.3743;;
30.4811;(-195.1732, 101.2707, -599.2820);8.3646;354.6657;[no object in focus];27.0665;;
30.5483;(-194.5514, 101.2707, -598.5721);8.3646;354.6657;[no object in focus];27.2251;;
30.5813;(-194.3814, 101.2707, -598.3986);8.3646;354.6657;[no object in focus];27.8017;;
30.6481;(-193.6588, 101.2707, -597.7161);8.3646;354.6657;[no object in focus];27.9903;;
30.6829;(-193.4695, 101.2707, -597.5479);8.3646;354.6657;[no object in focus];28.2488;;
30.7482;(-192.6972, 101.2707, -596.8708);8.3646;354.6657;[no object in focus];28.4660;;
30.7831;(-192.5082, 101.2707, -596.6934);8.3646;354.6657;[no object in focus];28.6692;;
30.8502;(-191.8386, 101.2707, -595.9180);8.3646;354.6657;[no object in focus];28.7753;;
30.8886;(-191.5710, 101.2707, -595.4910);8.3646;354.6657;[no object in focus];28.8642;;
30.9488;(-191.2348, 101.2692, -594.8134);8.3646;354.6657;[no object in focus];28.5486;;
30.9821;(-191.1368, 101.2685, -594.5796);8.3646;354.6657;[no object in focus];26.9557;;
31.0489;(-190.7977, 101.2664, -593.6143);8.3646;354.6657;[no object in focus];27.2528;;
31.0822;(-190.7237, 101.2660, -593.3668);8.3646;354.6657;[no object in focus];27.7094;;
31.1494;(-190.4591, 101.2643, -592.3591);8.3646;354.6657;[no object in focus];27.7956;;
31.2031;(-190.3415, 101.2636, -591.8470);8.3646;354.6657;[no object in focus];28.0762;;
31.2320;(-190.2313, 101.2629, -591.3306);8.3646;354.6657;[no object in focus];27.3794;;
31.2982;(-190.0862, 101.2620, -590.5490);8.3646;354.6657;[no object in focus];27.5612;;
31.3333;(-190.0244, 101.2616, -590.0248);8.3646;354.6657;[no object in focus];27.9629;;
31.3986;(-189.9923, 101.2614, -589.2373);8.3646;354.6657;[no object in focus];28.1114;;
31.4332;(-190.0075, 101.2615, -588.7129);8.3646;354.6657;[no object in focus];28.4814;;
31.5006;(-190.0744, 101.2619, -587.9277);8.3646;354.6657;[no object in focus];28.5796;;
31.5337;(-190.1445, 101.2624, -587.4056);8.3646;354.6657;[no object in focus];28.8855;;
31.6004;(-190.2801, 101.2632, -586.6245);8.3646;354.6657;[no object in focus];28.8702;;
31.6328;(-190.3850, 101.2639, -586.1045);8.3646;354.6657;[no object in focus];29.2472;;
31.6986;(-190.5579, 101.2650, -585.3250);8.3646;354.6657;[no object in focus];29.2849;;
31.7330;(-190.6798, 101.2657, -584.8051);8.3646;354.6657;[no object in focus];29.4285;;
31.7989;(-190.8742, 101.2669, -584.0263);8.3646;354.6657;[no object in focus];29.4445;;
31.8331;(-191.0088, 101.2678, -583.5073);8.3646;354.6657;[no object in focus];29.5774;;
31.8996;(-191.1866, 101.2689, -582.7241);8.3646;354.6657;[no object in focus];29.6413;;
31.9336;(-191.2662, 101.2694, -582.1985);8.3646;354.6657;[no object in focus];29.6483;;
32.0000;(-191.3309, 101.2698, -581.4073);8.3646;354.6657;[no object in focus];29.6976;;
32.0346;(-191.3457, 101.2699, -580.8782);8.3646;354.6657;[no object in focus];29.6802;;
32.1002;(-191.3356, 101.2698, -580.0828);8.3646;354.6657;[no object in focus];29.6460;;
32.1348;(-191.3121, 101.2697, -579.5516);8.3646;354.6657;[no object in focus];29.7345;;
32.1988;(-191.2578, 101.2693, -578.7537);8.3646;354.6657;[no object in focus];29.8512;;
32.2333;(-191.2117, 101.2690, -578.2213);8.3646;354.6657;[no object in focus];29.9243;;
32.2996;(-191.1313, 101.2685, -577.4219);8.3646;354.6657;[no object in focus];29.8816;;
32.3335;(-191.0718, 101.2681, -576.8887);8.3646;354.6657;[no object in focus];29.9354;;
32.4000;(-190.9760, 101.2676, -576.0886);8.3646;354.6657;[no object in focus];29.7743;;
32.4345;(-190.9087, 101.2671, -575.5549);8.3646;354.6657;[no object in focus];29.8992;;
32.4998;(-190.8038, 101.2665, -574.7543);8.3646;354.6657;[no object in focus];29.7755;;
32.5344;(-190.7318, 101.2660, -574.2203);8.3646;354.6657;[no object in focus];29.9488;;
32.5999;(-190.6215, 101.2653, -573.4194);8.3646;354.6657;[no object in focus];29.8771;;
32.6342;(-190.5468, 101.2649, -572.8853);8.3646;354.6657;[no object in focus];29.9744;;
32.7000;(-190.4333, 101.2642, -572.0842);8.3646;354.6657;[no object in focus];29.9672;;
32.7341;(-190.3570, 101.2637, -571.5500);8.3646;354.6657;[no object in focus];29.9980;;
32.8005;(-190.2417, 101.2630, -570.7487);8.3646;354.6657;[no object in focus];29.9621;;
32.8344;(-190.1643, 101.2625, -570.2145);8.3646;354.6657;[no object in focus];29.9832;;
32.9000;(-190.0479, 101.2617, -569.4133);8.3646;354.6657;[no object in focus];29.9531;;
32.9349;(-189.9700, 101.2613, -568.8791);8.3646;354.6657;[no object in focus];29.9464;;
33.0009;(-189.8529, 101.2605, -568.0778);8.3710;354.6657;[no object in focus];29.9347;;
33.0359;(-189.7746, 101.2600, -567.5436);8.3746;354.6657;[no object in focus];29.8798;;
33.1030;(-189.6570, 101.2593, -566.7422);8.3749;354.6657;[no object in focus];29.8674;;
33.1354;(-189.5785, 101.2588, -566.2079);8.3752;354.6657;[no object in focus];29.9655;;
33.2006;(-189.4610, 101.2581, -565.4064);8.2941;354.6657;[no object in focus];29.7755;;
33.2351;(-189.3856, 101.2576, -564.8718);7.4913;354.6657;[no object in focus];30.0056;;
33.3003;(-189.2810, 101.2570, -564.0685);7.2857;354.6657;[no object in focus];30.0568;;
33.3344;(-189.2133, 101.2565, -563.5328);7.1658;354.6657;[no object in focus];30.0720;;
33.4023;(-189.1122, 101.2559, -562.7291);7.1514;354.6657;[no object in focus];29.9782;;
33.4360;(-189.0450, 101.2555, -562.1934);7.1439;354.6657;[no object in focus];29.9216;;
33.5005;(-188.9441, 101.2529, -561.3896);7.1432;354.6657;[no object in focus];30.0591;;
33.5350;(-188.8769, 101.2521, -560.8538);7.1427;354.6657;[no object in focus];30.0358;;
33.6013;(-188.7761, 101.2524, -560.0499);7.1426;354.6657;[no object in focus];29.9350;;
33.6367;(-188.7143, 101.2524, -559.5134);3.9555;354.6657;[no object in focus];29.8680;;
33.7346;(-188.6732, 101.2524, -558.7047);0.8103;354.6657;[no object in focus];30.0718;;
33.7362;(-188.6656, 101.2524, -558.1648);358.3573;354.6657;[no object in focus];27.2768;;
33.8015;(-188.6888, 101.2524, -557.3551);358.3573;354.6657;[no object in focus];27.5471;;
33.8349;(-188.7042, 101.2524, -556.8153);358.3573;354.6657;[no object in focus];27.9931;;
33.9067;(-188.7274, 101.2524, -556.0056);358.3573;354.6657;[no object in focus];28.1436;;
33.9349;(-188.7429, 101.2524, -555.4658);358.3573;354.6657;[no object in focus];28.5422;;
34.0008;(-188.7661, 101.2524, -554.6561);358.3573;354.6657;[no object in focus];28.7355;;
34.0350;(-188.7816, 101.2524, -554.1163);358.3573;354.6657;[no object in focus];28.9302;;
34.1014;(-188.8048, 101.2540, -553.3068);358.3573;354.6657;[no object in focus];28.8733;;
34.1347;(-188.8202, 101.2541, -552.7672);358.3573;354.6657;[no object in focus];29.2575;;
34.2004;(-188.8497, 101.2543, -551.9579);358.3573;354.6657;[no object in focus];29.2714;;
34.2353;(-188.8788, 101.2544, -551.4191);358.3573;354.6657;[no object in focus];29.4119;;
34.3006;(-188.9377, 101.2548, -550.6123);358.3573;354.6657;[no object in focus];29.4365;;
34.3361;(-188.9902, 101.2551, -550.0760);358.3573;354.6657;[no object in focus];29.4979;;
34.4008;(-189.0831, 101.2557, -549.2731);358.3573;354.6657;[no object in focus];29.5500;;
34.4361;(-189.1571, 101.2562, -548.7396);358.3573;354.6657;[no object in focus];29.6295;;
34.5020;(-189.2841, 101.2570, -547.9420);358.3573;354.6657;[no object in focus];29.6979;;
34.5365;(-189.3783, 101.2576, -547.4117);358.3573;354.6657;[no object in focus];29.6895;;
34.6022;(-189.5275, 101.2585, -546.6176);358.3573;354.6657;[no object in focus];29.7247;;
34.6367;(-189.6305, 101.2592, -546.0885);358.3573;354.6657;[no object in focus];29.7537;;
34.7022;(-189.7895, 101.2601, -545.2956);358.3573;354.6657;[no object in focus];29.7721;;
34.7360;(-189.9009, 101.2608, -544.7680);358.3573;354.6657;[no object in focus];29.8858;;
34.8021;(-190.0712, 101.2619, -543.9772);358.3573;354.6657;[no object in focus];29.8396;;
34.8367;(-190.1884, 101.2626, -543.4507);358.3637;354.6657;[no object in focus];29.8674;;
34.9029;(-190.3647, 101.2637, -542.6609);358.3663;354.6657;[no object in focus];29.8994;;
34.9362;(-190.4824, 101.2645, -542.1344);358.3677;354.6657;[no object in focus];29.9541;;
35.0030;(-190.6554, 101.2687, -541.3438);358.3679;354.6657;[no object in focus];29.9457;;
35.0368;(-190.7652, 101.2708, -540.8156);358.3680;354.6657;[no object in focus];29.9131;;
35.1033;(-190.9264, 101.2707, -540.0224);358.3680;354.6657;[no object in focus];29.9265;;
35.1379;(-191.0301, 101.2707, -539.4929);358.3680;354.6657;[no object in focus];29.8528;;
35.2034;(-191.1781, 101.2707, -538.6971);358.3680;354.6657;[no object in focus];29.8476;;
35.2377;(-191.2710, 101.2707, -538.1656);358.3680;354.6657;[no object in focus];29.9105;;
35.3034;(-191.3887, 101.2707, -537.3658);358.3680;354.6657;[no object in focus];29.9362;;
35.3377;(-191.4527, 101.2707, -536.8311);358.3680;354.6657;[no object in focus];29.9344;;
35.4035;(-191.5318, 101.2707, -536.0272);358.3680;354.6657;[no object in focus];29.7810;;
35.4379;(-191.5759, 101.2707, -535.4904);358.3680;354.6657;[no object in focus];29.9526;;
35.5040;(-191.6321, 101.2707, -534.6842);358.3680;354.6657;[no object in focus];30.0284;;
35.5380;(-191.6644, 101.2707, -534.1462);358.3680;354.6657;[no object in focus];29.9671;;
35.6035;(-191.7070, 101.2707, -533.3385);358.3680;354.6657;[no object in focus];29.9384;;
35.6391;(-191.7324, 101.2707, -532.7997);358.3680;354.6657;[no object in focus];29.8565;;
35.7039;(-191.7670, 101.2707, -531.9913);358.3680;354.6657;[no object in focus];29.9533;;
35.7393;(-191.7883, 101.2707, -531.4521);358.3680;354.6657;[no object in focus];29.8703;;
35.8306;(-191.8182, 101.2707, -530.6431);358.3680;354.6657;[no object in focus];29.8703;;
35.8320;(-191.8370, 101.2707, -530.1037);358.3680;354.6657;[no object in focus];25.4406;;
35.8881;(-191.8641, 101.2707, -529.2944);358.3680;354.6657;[no object in focus];26.4897;;
35.9544;(-191.8900, 101.2707, -528.4851);358.3770;354.6657;[no object in focus];27.0130;;
35.9886;(-191.9068, 101.2707, -527.9454);358.3779;354.6657;[no object in focus];27.3476;;
36.0543;(-191.9315, 101.2707, -527.1359);358.3785;354.6657;[no object in focus];27.7541;;
36.0895;(-191.9476, 101.2707, -526.5963);358.3785;354.6657;[no object in focus];28.0451;;
36.1723;(-191.9716, 101.2707, -525.7867);358.3786;354.6657;[no object in focus];28.0779;;
36.1734;(-191.9795, 101.2707, -525.5169);358.3786;354.6657;[no object in focus];28.0779;EyetrackerSynchro;
36.2050;(-191.9874, 101.2707, -525.2471);358.3786;354.6657;[no object in focus];24.8129;;
36.2394;(-192.0031, 101.2707, -524.7073);358.3786;354.6657;[no object in focus];25.6418;;
36.3049;(-192.0265, 101.2646, -523.8975);358.3786;354.6657;[no object in focus];26.0201;;
36.3388;(-192.0420, 101.2605, -523.3576);358.3786;354.6657;[no object in focus];26.7402;;
36.4058;(-192.0652, 101.2545, -522.5476);358.3786;354.6657;[no object in focus];26.9522;;
36.4394;(-192.0807, 101.2504, -522.0076);358.3786;354.6657;[no object in focus];27.4926;;
36.5066;(-192.1038, 101.2523, -521.1975);358.3786;354.6657;[no object in focus];27.7217;;
36.5397;(-192.1192, 101.2524, -520.6576);358.3786;354.6657;[no object in focus];28.1123;;
